>>> Initializing clothing shape model...
>>> Star initialized.
>>> Get parameters list...
>>> Length of pose: 231
>>> Length of shape: 1
>>> Length of data: 231
self.base_body_list is 
['../../Data/base_body/pose_0153/subject_0000_params.json', '../../Data/base_body/pose_0079/subject_0000_params.json', '../../Data/base_body/pose_0133/subject_0000_params.json', '../../Data/base_body/pose_0206/subject_0000_params.json', '../../Data/base_body/pose_0023/subject_0000_params.json', '../../Data/base_body/pose_0144/subject_0000_params.json', '../../Data/base_body/pose_0202/subject_0000_params.json', '../../Data/base_body/pose_0191/subject_0000_params.json', '../../Data/base_body/pose_0222/subject_0000_params.json', '../../Data/base_body/pose_0041/subject_0000_params.json', '../../Data/base_body/pose_0109/subject_0000_params.json', '../../Data/base_body/pose_0168/subject_0000_params.json', '../../Data/base_body/pose_0224/subject_0000_params.json', '../../Data/base_body/pose_0215/subject_0000_params.json', '../../Data/base_body/pose_0143/subject_0000_params.json', '../../Data/base_body/pose_0227/subject_0000_params.json', '../../Data/base_body/pose_0062/subject_0000_params.json', '../../Data/base_body/pose_0016/subject_0000_params.json', '../../Data/base_body/pose_0054/subject_0000_params.json', '../../Data/base_body/pose_0204/subject_0000_params.json', '../../Data/base_body/pose_0162/subject_0000_params.json', '../../Data/base_body/pose_0130/subject_0000_params.json', '../../Data/base_body/pose_0134/subject_0000_params.json', '../../Data/base_body/pose_0066/subject_0000_params.json', '../../Data/base_body/pose_0212/subject_0000_params.json', '../../Data/base_body/pose_0157/subject_0000_params.json', '../../Data/base_body/pose_0028/subject_0000_params.json', '../../Data/base_body/pose_0189/subject_0000_params.json', '../../Data/base_body/pose_0029/subject_0000_params.json', '../../Data/base_body/pose_0000/subject_0000_params.json', '../../Data/base_body/pose_0158/subject_0000_params.json', '../../Data/base_body/pose_0177/subject_0000_params.json', '../../Data/base_body/pose_0164/subject_0000_params.json', '../../Data/base_body/pose_0119/subject_0000_params.json', '../../Data/base_body/pose_0190/subject_0000_params.json', '../../Data/base_body/pose_0076/subject_0000_params.json', '../../Data/base_body/pose_0086/subject_0000_params.json', '../../Data/base_body/pose_0207/subject_0000_params.json', '../../Data/base_body/pose_0040/subject_0000_params.json', '../../Data/base_body/pose_0084/subject_0000_params.json', '../../Data/base_body/pose_0220/subject_0000_params.json', '../../Data/base_body/pose_0159/subject_0000_params.json', '../../Data/base_body/pose_0179/subject_0000_params.json', '../../Data/base_body/pose_0030/subject_0000_params.json', '../../Data/base_body/pose_0007/subject_0000_params.json', '../../Data/base_body/pose_0200/subject_0000_params.json', '../../Data/base_body/pose_0141/subject_0000_params.json', '../../Data/base_body/pose_0138/subject_0000_params.json', '../../Data/base_body/pose_0203/subject_0000_params.json', '../../Data/base_body/pose_0176/subject_0000_params.json', '../../Data/base_body/pose_0165/subject_0000_params.json', '../../Data/base_body/pose_0052/subject_0000_params.json', '../../Data/base_body/pose_0090/subject_0000_params.json', '../../Data/base_body/pose_0001/subject_0000_params.json', '../../Data/base_body/pose_0063/subject_0000_params.json', '../../Data/base_body/pose_0122/subject_0000_params.json', '../../Data/base_body/pose_0194/subject_0000_params.json', '../../Data/base_body/pose_0132/subject_0000_params.json', '../../Data/base_body/pose_0099/subject_0000_params.json', '../../Data/base_body/pose_0147/subject_0000_params.json', '../../Data/base_body/pose_0142/subject_0000_params.json', '../../Data/base_body/pose_0014/subject_0000_params.json', '../../Data/base_body/pose_0137/subject_0000_params.json', '../../Data/base_body/pose_0107/subject_0000_params.json', '../../Data/base_body/pose_0201/subject_0000_params.json', '../../Data/base_body/pose_0195/subject_0000_params.json', '../../Data/base_body/pose_0015/subject_0000_params.json', '../../Data/base_body/pose_0002/subject_0000_params.json', '../../Data/base_body/pose_0020/subject_0000_params.json', '../../Data/base_body/pose_0003/subject_0000_params.json', '../../Data/base_body/pose_0211/subject_0000_params.json', '../../Data/base_body/pose_0102/subject_0000_params.json', '../../Data/base_body/pose_0231/subject_0000_params.json', '../../Data/base_body/pose_0019/subject_0000_params.json', '../../Data/base_body/pose_0217/subject_0000_params.json', '../../Data/base_body/pose_0175/subject_0000_params.json', '../../Data/base_body/pose_0181/subject_0000_params.json', '../../Data/base_body/pose_0043/subject_0000_params.json', '../../Data/base_body/pose_0106/subject_0000_params.json', '../../Data/base_body/pose_0139/subject_0000_params.json', '../../Data/base_body/pose_0101/subject_0000_params.json', '../../Data/base_body/pose_0128/subject_0000_params.json', '../../Data/base_body/pose_0053/subject_0000_params.json', '../../Data/base_body/pose_0115/subject_0000_params.json', '../../Data/base_body/pose_0193/subject_0000_params.json', '../../Data/base_body/pose_0111/subject_0000_params.json', '../../Data/base_body/pose_0123/subject_0000_params.json', '../../Data/base_body/pose_0117/subject_0000_params.json', '../../Data/base_body/pose_0089/subject_0000_params.json', '../../Data/base_body/pose_0182/subject_0000_params.json', '../../Data/base_body/pose_0108/subject_0000_params.json', '../../Data/base_body/pose_0073/subject_0000_params.json', '../../Data/base_body/pose_0056/subject_0000_params.json', '../../Data/base_body/pose_0226/subject_0000_params.json', '../../Data/base_body/pose_0037/subject_0000_params.json', '../../Data/base_body/pose_0218/subject_0000_params.json', '../../Data/base_body/pose_0088/subject_0000_params.json', '../../Data/base_body/pose_0009/subject_0000_params.json', '../../Data/base_body/pose_0196/subject_0000_params.json', '../../Data/base_body/pose_0083/subject_0000_params.json', '../../Data/base_body/pose_0100/subject_0000_params.json', '../../Data/base_body/pose_0039/subject_0000_params.json', '../../Data/base_body/pose_0032/subject_0000_params.json', '../../Data/base_body/pose_0024/subject_0000_params.json', '../../Data/base_body/pose_0209/subject_0000_params.json', '../../Data/base_body/pose_0171/subject_0000_params.json', '../../Data/base_body/pose_0044/subject_0000_params.json', '../../Data/base_body/pose_0184/subject_0000_params.json', '../../Data/base_body/pose_0098/subject_0000_params.json', '../../Data/base_body/pose_0091/subject_0000_params.json', '../../Data/base_body/pose_0049/subject_0000_params.json', '../../Data/base_body/pose_0047/subject_0000_params.json', '../../Data/base_body/pose_0048/subject_0000_params.json', '../../Data/base_body/pose_0036/subject_0000_params.json', '../../Data/base_body/pose_0081/subject_0000_params.json', '../../Data/base_body/pose_0183/subject_0000_params.json', '../../Data/base_body/pose_0146/subject_0000_params.json', '../../Data/base_body/pose_0077/subject_0000_params.json', '../../Data/base_body/pose_0124/subject_0000_params.json', '../../Data/base_body/pose_0150/subject_0000_params.json', '../../Data/base_body/pose_0125/subject_0000_params.json', '../../Data/base_body/pose_0092/subject_0000_params.json', '../../Data/base_body/pose_0093/subject_0000_params.json', '../../Data/base_body/pose_0121/subject_0000_params.json', '../../Data/base_body/pose_0033/subject_0000_params.json', '../../Data/base_body/pose_0027/subject_0000_params.json', '../../Data/base_body/pose_0149/subject_0000_params.json', '../../Data/base_body/pose_0061/subject_0000_params.json', '../../Data/base_body/pose_0205/subject_0000_params.json', '../../Data/base_body/pose_0155/subject_0000_params.json', '../../Data/base_body/pose_0095/subject_0000_params.json', '../../Data/base_body/pose_0116/subject_0000_params.json', '../../Data/base_body/pose_0004/subject_0000_params.json', '../../Data/base_body/pose_0145/subject_0000_params.json', '../../Data/base_body/pose_0192/subject_0000_params.json', '../../Data/base_body/pose_0174/subject_0000_params.json', '../../Data/base_body/pose_0064/subject_0000_params.json', '../../Data/base_body/pose_0018/subject_0000_params.json', '../../Data/base_body/pose_0186/subject_0000_params.json', '../../Data/base_body/pose_0229/subject_0000_params.json', '../../Data/base_body/pose_0110/subject_0000_params.json', '../../Data/base_body/pose_0120/subject_0000_params.json', '../../Data/base_body/pose_0017/subject_0000_params.json', '../../Data/base_body/pose_0148/subject_0000_params.json', '../../Data/base_body/pose_0008/subject_0000_params.json', '../../Data/base_body/pose_0225/subject_0000_params.json', '../../Data/base_body/pose_0057/subject_0000_params.json', '../../Data/base_body/pose_0058/subject_0000_params.json', '../../Data/base_body/pose_0067/subject_0000_params.json', '../../Data/base_body/pose_0131/subject_0000_params.json', '../../Data/base_body/pose_0012/subject_0000_params.json', '../../Data/base_body/pose_0161/subject_0000_params.json', '../../Data/base_body/pose_0087/subject_0000_params.json', '../../Data/base_body/pose_0129/subject_0000_params.json', '../../Data/base_body/pose_0223/subject_0000_params.json', '../../Data/base_body/pose_0210/subject_0000_params.json', '../../Data/base_body/pose_0096/subject_0000_params.json', '../../Data/base_body/pose_0060/subject_0000_params.json', '../../Data/base_body/pose_0082/subject_0000_params.json', '../../Data/base_body/pose_0104/subject_0000_params.json', '../../Data/base_body/pose_0185/subject_0000_params.json', '../../Data/base_body/pose_0180/subject_0000_params.json', '../../Data/base_body/pose_0127/subject_0000_params.json', '../../Data/base_body/pose_0188/subject_0000_params.json', '../../Data/base_body/pose_0050/subject_0000_params.json', '../../Data/base_body/pose_0046/subject_0000_params.json', '../../Data/base_body/pose_0187/subject_0000_params.json', '../../Data/base_body/pose_0065/subject_0000_params.json', '../../Data/base_body/pose_0197/subject_0000_params.json', '../../Data/base_body/pose_0071/subject_0000_params.json', '../../Data/base_body/pose_0011/subject_0000_params.json', '../../Data/base_body/pose_0069/subject_0000_params.json', '../../Data/base_body/pose_0072/subject_0000_params.json', '../../Data/base_body/pose_0213/subject_0000_params.json', '../../Data/base_body/pose_0094/subject_0000_params.json', '../../Data/base_body/pose_0156/subject_0000_params.json', '../../Data/base_body/pose_0230/subject_0000_params.json', '../../Data/base_body/pose_0034/subject_0000_params.json', '../../Data/base_body/pose_0022/subject_0000_params.json', '../../Data/base_body/pose_0103/subject_0000_params.json', '../../Data/base_body/pose_0005/subject_0000_params.json', '../../Data/base_body/pose_0167/subject_0000_params.json', '../../Data/base_body/pose_0232/subject_0000_params.json', '../../Data/base_body/pose_0170/subject_0000_params.json', '../../Data/base_body/pose_0068/subject_0000_params.json', '../../Data/base_body/pose_0214/subject_0000_params.json', '../../Data/base_body/pose_0055/subject_0000_params.json', '../../Data/base_body/pose_0075/subject_0000_params.json', '../../Data/base_body/pose_0140/subject_0000_params.json', '../../Data/base_body/pose_0045/subject_0000_params.json', '../../Data/base_body/pose_0221/subject_0000_params.json', '../../Data/base_body/pose_0013/subject_0000_params.json', '../../Data/base_body/pose_0154/subject_0000_params.json', '../../Data/base_body/pose_0114/subject_0000_params.json', '../../Data/base_body/pose_0070/subject_0000_params.json', '../../Data/base_body/pose_0198/subject_0000_params.json', '../../Data/base_body/pose_0216/subject_0000_params.json', '../../Data/base_body/pose_0097/subject_0000_params.json', '../../Data/base_body/pose_0126/subject_0000_params.json', '../../Data/base_body/pose_0152/subject_0000_params.json', '../../Data/base_body/pose_0112/subject_0000_params.json', '../../Data/base_body/pose_0078/subject_0000_params.json', '../../Data/base_body/pose_0025/subject_0000_params.json', '../../Data/base_body/pose_0151/subject_0000_params.json', '../../Data/base_body/pose_0026/subject_0000_params.json', '../../Data/base_body/pose_0080/subject_0000_params.json', '../../Data/base_body/pose_0105/subject_0000_params.json', '../../Data/base_body/pose_0035/subject_0000_params.json', '../../Data/base_body/pose_0118/subject_0000_params.json', '../../Data/base_body/pose_0136/subject_0000_params.json', '../../Data/base_body/pose_0208/subject_0000_params.json', '../../Data/base_body/pose_0085/subject_0000_params.json', '../../Data/base_body/pose_0006/subject_0000_params.json', '../../Data/base_body/pose_0173/subject_0000_params.json', '../../Data/base_body/pose_0166/subject_0000_params.json', '../../Data/base_body/pose_0113/subject_0000_params.json', '../../Data/base_body/pose_0163/subject_0000_params.json', '../../Data/base_body/pose_0059/subject_0000_params.json', '../../Data/base_body/pose_0051/subject_0000_params.json', '../../Data/base_body/pose_0135/subject_0000_params.json', '../../Data/base_body/pose_0228/subject_0000_params.json', '../../Data/base_body/pose_0038/subject_0000_params.json', '../../Data/base_body/pose_0199/subject_0000_params.json', '../../Data/base_body/pose_0169/subject_0000_params.json', '../../Data/base_body/pose_0160/subject_0000_params.json', '../../Data/base_body/pose_0021/subject_0000_params.json', '../../Data/base_body/pose_0178/subject_0000_params.json', '../../Data/base_body/pose_0042/subject_0000_params.json', '../../Data/base_body/pose_0074/subject_0000_params.json', '../../Data/base_body/pose_0172/subject_0000_params.json', '../../Data/base_body/pose_0031/subject_0000_params.json']
../../Data/base_body/pose_0153/subject_0000/clothWhite2/subject_0000_clothWhite2-scale10.obj

>>> 100/231 loading...
training... 84100/300000: loss: 28.425
training... 84200/300000: loss: 34.005
training... 84300/300000: loss: 36.860
training... 84400/300000: loss: 33.198
training... 84500/300000: loss: 38.884
training... 84600/300000: loss: 30.297
training... 84700/300000: loss: 33.015
training... 84800/300000: loss: 31.920
training... 84900/300000: loss: 35.456
training... 85000/300000: loss: 32.712
training... 85100/300000: loss: 32.867
training... 85200/300000: loss: 36.992
training... 85300/300000: loss: 32.780
training... 85400/300000: loss: 32.388
training... 85500/300000: loss: 30.980
training... 85600/300000: loss: 31.109
training... 85700/300000: loss: 28.137
training... 85800/300000: loss: 34.847
training... 85900/300000: loss: 32.323
training... 86000/300000: loss: 27.747
training... 86100/300000: loss: 34.652
training... 86200/300000: loss: 36.830
training... 86300/300000: loss: 29.440
training... 86400/300000: loss: 33.220
training... 86500/300000: loss: 31.197
training... 86600/300000: loss: 30.072
training... 86700/300000: loss: 36.964
training... 86800/300000: loss: 38.172
training... 86900/300000: loss: 34.239
training... 87000/300000: loss: 34.210
training... 87100/300000: loss: 34.264
training... 87200/300000: loss: 34.757
training... 87300/300000: loss: 30.823
training... 87400/300000: loss: 32.078
training... 87500/300000: loss: 29.940
training... 87600/300000: loss: 32.643
training... 87700/300000: loss: 32.717
training... 87800/300000: loss: 33.626
training... 87900/300000: loss: 31.904
training... 88000/300000: loss: 32.662
training... 88100/300000: loss: 29.520
training... 88200/300000: loss: 32.257
training... 88300/300000: loss: 29.233
training... 88400/300000: loss: 27.908
training... 88500/300000: loss: 28.415
training... 88600/300000: loss: 32.839
training... 88700/300000: loss: 28.502
training... 88800/300000: loss: 33.541
training... 88900/300000: loss: 30.833
training... 89000/300000: loss: 29.795
training... 89100/300000: loss: 30.092
training... 89200/300000: loss: 33.973
training... 89300/300000: loss: 33.799
training... 89400/300000: loss: 26.874
training... 89500/300000: loss: 27.421
training... 89600/300000: loss: 32.258
training... 89700/300000: loss: 34.659
training... 89800/300000: loss: 32.735
training... 89900/300000: loss: 31.560
training... 90000/300000: loss: 27.499
training... 90100/300000: loss: 29.876
training... 90200/300000: loss: 27.008
training... 90300/300000: loss: 31.062
training... 90400/300000: loss: 37.106
training... 90500/300000: loss: 36.697
training... 90600/300000: loss: 31.133
training... 90700/300000: loss: 29.107
training... 90800/300000: loss: 27.765
training... 90900/300000: loss: 33.496
training... 91000/300000: loss: 33.337
training... 91100/300000: loss: 31.831
training... 91200/300000: loss: 30.185
training... 91300/300000: loss: 35.552
training... 91400/300000: loss: 32.627
training... 91500/300000: loss: 34.569
training... 91600/300000: loss: 27.619
training... 91700/300000: loss: 34.117
training... 91800/300000: loss: 33.571
training... 91900/300000: loss: 34.996
training... 92000/300000: loss: 33.566
training... 92100/300000: loss: 33.897
training... 92200/300000: loss: 31.173
training... 92300/300000: loss: 32.825
training... 92400/300000: loss: 30.705
training... 92500/300000: loss: 31.417
training... 92600/300000: loss: 38.165
training... 92700/300000: loss: 33.513
training... 92800/300000: loss: 30.532
training... 92900/300000: loss: 32.187
training... 93000/300000: loss: 34.759
training... 93100/300000: loss: 30.766
training... 93200/300000: loss: 32.947
training... 93300/300000: loss: 34.597
training... 93400/300000: loss: 31.158
training... 93500/300000: loss: 30.609
training... 93600/300000: loss: 33.847
training... 93700/300000: loss: 32.986
training... 93800/300000: loss: 32.462
training... 93900/300000: loss: 32.288
training... 94000/300000: loss: 27.895
training... 94100/300000: loss: 29.179
training... 94200/300000: loss: 32.438
training... 94300/300000: loss: 32.955
training... 94400/300000: loss: 29.552
training... 94500/300000: loss: 30.970
training... 94600/300000: loss: 35.566
training... 94700/300000: loss: 29.478
training... 94800/300000: loss: 30.029
training... 94900/300000: loss: 33.897
training... 95000/300000: loss: 28.518
training... 95100/300000: loss: 30.027
training... 95200/300000: loss: 29.898
training... 95300/300000: loss: 36.136
training... 95400/300000: loss: 33.995
training... 95500/300000: loss: 36.386
training... 95600/300000: loss: 28.942
training... 95700/300000: loss: 36.057
training... 95800/300000: loss: 35.671
training... 95900/300000: loss: 34.290
training... 96000/300000: loss: 28.996
training... 96100/300000: loss: 36.038
training... 96200/300000: loss: 33.059
training... 96300/300000: loss: 29.857
training... 96400/300000: loss: 32.502
training... 96500/300000: loss: 29.509
training... 96600/300000: loss: 35.839
training... 96700/300000: loss: 29.526
training... 96800/300000: loss: 28.508
training... 96900/300000: loss: 35.925
training... 97000/300000: loss: 35.404
training... 97100/300000: loss: 32.435
training... 97200/300000: loss: 28.856
training... 97300/300000: loss: 31.906
training... 97400/300000: loss: 30.031
training... 97500/300000: loss: 31.291
training... 97600/300000: loss: 35.588
training... 97700/300000: loss: 25.949
training... 97800/300000: loss: 33.056
training... 97900/300000: loss: 26.304
training... 98000/300000: loss: 28.391
training... 98100/300000: loss: 33.443
training... 98200/300000: loss: 31.885
training... 98300/300000: loss: 38.470
training... 98400/300000: loss: 30.415
training... 98500/300000: loss: 30.224
training... 98600/300000: loss: 38.215
training... 98700/300000: loss: 29.120
training... 98800/300000: loss: 34.303
training... 98900/300000: loss: 30.164
training... 99000/300000: loss: 27.960
training... 99100/300000: loss: 31.908
training... 99200/300000: loss: 29.108
training... 99300/300000: loss: 25.144
training... 99400/300000: loss: 32.258
training... 99500/300000: loss: 34.751
training... 99600/300000: loss: 33.444
training... 99700/300000: loss: 30.989
training... 99800/300000: loss: 33.056
training... 99900/300000: loss: 32.820
training... 100000/300000: loss: 30.704
training... 100100/300000: loss: 30.657
training... 100200/300000: loss: 31.059
training... 100300/300000: loss: 30.872
training... 100400/300000: loss: 30.347
training... 100500/300000: loss: 29.916
training... 100600/300000: loss: 30.739
training... 100700/300000: loss: 31.610
training... 100800/300000: loss: 36.676
training... 100900/300000: loss: 32.581
training... 101000/300000: loss: 30.325
training... 101100/300000: loss: 33.691
training... 101200/300000: loss: 30.310
training... 101300/300000: loss: 27.877
training... 101400/300000: loss: 33.002
training... 101500/300000: loss: 28.517
training... 101600/300000: loss: 30.020
training... 101700/300000: loss: 29.691
training... 101800/300000: loss: 25.598
training... 101900/300000: loss: 29.508
training... 102000/300000: loss: 29.324
training... 102100/300000: loss: 31.929
training... 102200/300000: loss: 32.152
training... 102300/300000: loss: 33.746
training... 102400/300000: loss: 29.650
training... 102500/300000: loss: 32.992
training... 102600/300000: loss: 34.802
training... 102700/300000: loss: 30.005
training... 102800/300000: loss: 32.981
training... 102900/300000: loss: 32.432
training... 103000/300000: loss: 31.951
training... 103100/300000: loss: 30.959
training... 103200/300000: loss: 27.171
training... 103300/300000: loss: 27.896
training... 103400/300000: loss: 32.790
training... 103500/300000: loss: 31.474
training... 103600/300000: loss: 39.622
training... 103700/300000: loss: 28.518
training... 103800/300000: loss: 28.594
training... 103900/300000: loss: 30.773
training... 104000/300000: loss: 34.674
training... 104100/300000: loss: 32.097
training... 104200/300000: loss: 35.584
training... 104300/300000: loss: 34.706
training... 104400/300000: loss: 28.145
training... 104500/300000: loss: 31.928
training... 104600/300000: loss: 27.193
training... 104700/300000: loss: 33.627
training... 104800/300000: loss: 32.884
training... 104900/300000: loss: 30.745
training... 105000/300000: loss: 28.412
training... 105100/300000: loss: 32.529
training... 105200/300000: loss: 31.911
training... 105300/300000: loss: 32.590
training... 105400/300000: loss: 36.916
training... 105500/300000: loss: 31.960
training... 105600/300000: loss: 32.373
training... 105700/300000: loss: 31.274
training... 105800/300000: loss: 35.087
training... 105900/300000: loss: 34.385
training... 106000/300000: loss: 29.292
training... 106100/300000: loss: 34.971
training... 106200/300000: loss: 35.235
training... 106300/300000: loss: 38.391
training... 106400/300000: loss: 30.316
training... 106500/300000: loss: 29.529
training... 106600/300000: loss: 28.319
training... 106700/300000: loss: 33.291
training... 106800/300000: loss: 33.904
training... 106900/300000: loss: 30.887
training... 107000/300000: loss: 30.626
training... 107100/300000: loss: 28.562
training... 107200/300000: loss: 27.791
training... 107300/300000: loss: 24.925
training... 107400/300000: loss: 28.270
training... 107500/300000: loss: 28.186
training... 107600/300000: loss: 31.411
training... 107700/300000: loss: 30.599
training... 107800/300000: loss: 30.281
training... 107900/300000: loss: 31.662
training... 108000/300000: loss: 30.195
training... 108100/300000: loss: 31.844
training... 108200/300000: loss: 28.841
training... 108300/300000: loss: 30.283
training... 108400/300000: loss: 30.380
training... 108500/300000: loss: 29.350
training... 108600/300000: loss: 28.127
training... 108700/300000: loss: 27.543
training... 108800/300000: loss: 35.834
training... 108900/300000: loss: 34.628
training... 109000/300000: loss: 30.703
training... 109100/300000: loss: 25.473
training... 109200/300000: loss: 31.669
training... 109300/300000: loss: 34.123
training... 109400/300000: loss: 27.097
training... 109500/300000: loss: 29.158
training... 109600/300000: loss: 29.283
training... 109700/300000: loss: 29.532
training... 109800/300000: loss: 26.047
training... 109900/300000: loss: 31.049
training... 110000/300000: loss: 29.371
training... 110100/300000: loss: 29.027
training... 110200/300000: loss: 27.455
training... 110300/300000: loss: 37.511
training... 110400/300000: loss: 29.438
training... 110500/300000: loss: 27.936
training... 110600/300000: loss: 29.777
training... 110700/300000: loss: 26.391
training... 110800/300000: loss: 33.952
training... 110900/300000: loss: 29.356
training... 111000/300000: loss: 32.740
training... 111100/300000: loss: 29.191
training... 111200/300000: loss: 27.668
training... 111300/300000: loss: 29.992
training... 111400/300000: loss: 31.513
training... 111500/300000: loss: 27.543
training... 111600/300000: loss: 33.906
training... 111700/300000: loss: 34.559
training... 111800/300000: loss: 30.155
training... 111900/300000: loss: 27.627
training... 112000/300000: loss: 29.081
training... 112100/300000: loss: 29.156
training... 112200/300000: loss: 31.621
training... 112300/300000: loss: 33.612
training... 112400/300000: loss: 31.598
training... 112500/300000: loss: 34.598
training... 112600/300000: loss: 28.503
training... 112700/300000: loss: 31.703
training... 112800/300000: loss: 27.932
training... 112900/300000: loss: 31.315
training... 113000/300000: loss: 28.621
training... 113100/300000: loss: 27.393
training... 113200/300000: loss: 29.489
training... 113300/300000: loss: 31.329
training... 113400/300000: loss: 33.242
training... 113500/300000: loss: 31.690
training... 113600/300000: loss: 30.326
training... 113700/300000: loss: 27.404
training... 113800/300000: loss: 29.998
training... 113900/300000: loss: 31.544
training... 114000/300000: loss: 26.714
training... 114100/300000: loss: 29.844
training... 114200/300000: loss: 36.064
training... 114300/300000: loss: 29.702
training... 114400/300000: loss: 28.238
training... 114500/300000: loss: 32.369
training... 114600/300000: loss: 30.997
training... 114700/300000: loss: 32.222
training... 114800/300000: loss: 32.801
training... 114900/300000: loss: 30.923
training... 115000/300000: loss: 28.898
training... 115100/300000: loss: 29.324
training... 115200/300000: loss: 32.741
training... 115300/300000: loss: 31.151
training... 115400/300000: loss: 25.693
training... 115500/300000: loss: 29.340
training... 115600/300000: loss: 29.962
training... 115700/300000: loss: 29.261
training... 115800/300000: loss: 30.284
training... 115900/300000: loss: 27.216
training... 116000/300000: loss: 29.715
training... 116100/300000: loss: 27.280
training... 116200/300000: loss: 29.819
training... 116300/300000: loss: 35.797
training... 116400/300000: loss: 30.159
training... 116500/300000: loss: 31.849
training... 116600/300000: loss: 27.622
training... 116700/300000: loss: 30.716
training... 116800/300000: loss: 28.305
training... 116900/300000: loss: 29.352
training... 117000/300000: loss: 30.976
training... 117100/300000: loss: 27.255
training... 117200/300000: loss: 27.689
training... 117300/300000: loss: 32.385
training... 117400/300000: loss: 33.084
training... 117500/300000: loss: 27.522
training... 117600/300000: loss: 31.936
training... 117700/300000: loss: 34.671
training... 117800/300000: loss: 27.736
training... 117900/300000: loss: 28.112
training... 118000/300000: loss: 28.705
training... 118100/300000: loss: 30.837
training... 118200/300000: loss: 27.597
training... 118300/300000: loss: 30.392
training... 118400/300000: loss: 31.471
training... 118500/300000: loss: 28.267
training... 118600/300000: loss: 28.438
training... 118700/300000: loss: 32.259
training... 118800/300000: loss: 28.529
training... 118900/300000: loss: 33.559
training... 119000/300000: loss: 30.285
training... 119100/300000: loss: 28.691
training... 119200/300000: loss: 30.493
training... 119300/300000: loss: 31.408
training... 119400/300000: loss: 28.657
training... 119500/300000: loss: 29.233
training... 119600/300000: loss: 33.123
training... 119700/300000: loss: 31.177
training... 119800/300000: loss: 29.625
training... 119900/300000: loss: 28.694
training... 120000/300000: loss: 28.848
training... 120100/300000: loss: 27.532
training... 120200/300000: loss: 27.834
training... 120300/300000: loss: 27.116
training... 120400/300000: loss: 26.910
training... 120500/300000: loss: 29.876
training... 120600/300000: loss: 31.105
training... 120700/300000: loss: 30.981
training... 120800/300000: loss: 30.378
training... 120900/300000: loss: 29.483
training... 121000/300000: loss: 27.154
training... 121100/300000: loss: 29.466
training... 121200/300000: loss: 30.246
training... 121300/300000: loss: 31.834
training... 121400/300000: loss: 33.761
training... 121500/300000: loss: 28.692
training... 121600/300000: loss: 32.327
training... 121700/300000: loss: 25.829
training... 121800/300000: loss: 31.076
training... 121900/300000: loss: 29.913
training... 122000/300000: loss: 30.059
training... 122100/300000: loss: 29.184
training... 122200/300000: loss: 28.078
training... 122300/300000: loss: 31.976
training... 122400/300000: loss: 28.224
training... 122500/300000: loss: 27.776
training... 122600/300000: loss: 28.836
training... 122700/300000: loss: 33.084
training... 122800/300000: loss: 31.913
training... 122900/300000: loss: 31.207
training... 123000/300000: loss: 31.545
training... 123100/300000: loss: 33.466
training... 123200/300000: loss: 29.390
training... 123300/300000: loss: 28.266
training... 123400/300000: loss: 31.663
training... 123500/300000: loss: 26.272
training... 123600/300000: loss: 32.503
training... 123700/300000: loss: 31.878
training... 123800/300000: loss: 24.448
training... 123900/300000: loss: 30.528
training... 124000/300000: loss: 31.347
training... 124100/300000: loss: 31.770
training... 124200/300000: loss: 29.833
training... 124300/300000: loss: 29.176
training... 124400/300000: loss: 30.609
training... 124500/300000: loss: 31.606
training... 124600/300000: loss: 27.042
training... 124700/300000: loss: 31.108
training... 124800/300000: loss: 31.184
training... 124900/300000: loss: 28.920
training... 125000/300000: loss: 30.127
training... 125100/300000: loss: 26.020
training... 125200/300000: loss: 29.719
training... 125300/300000: loss: 31.565
training... 125400/300000: loss: 28.678
training... 125500/300000: loss: 29.082
training... 125600/300000: loss: 32.662
training... 125700/300000: loss: 30.940
training... 125800/300000: loss: 27.506
training... 125900/300000: loss: 30.539
training... 126000/300000: loss: 31.370
training... 126100/300000: loss: 24.467
training... 126200/300000: loss: 34.001
training... 126300/300000: loss: 29.935
training... 126400/300000: loss: 30.202
training... 126500/300000: loss: 28.177
training... 126600/300000: loss: 29.148
training... 126700/300000: loss: 24.733
training... 126800/300000: loss: 27.327
training... 126900/300000: loss: 27.115
training... 127000/300000: loss: 27.258
training... 127100/300000: loss: 25.690
training... 127200/300000: loss: 29.680
training... 127300/300000: loss: 27.846
training... 127400/300000: loss: 34.266
training... 127500/300000: loss: 29.842
training... 127600/300000: loss: 30.736
training... 127700/300000: loss: 29.639
training... 127800/300000: loss: 30.571
training... 127900/300000: loss: 27.953
training... 128000/300000: loss: 30.129
training... 128100/300000: loss: 26.268
training... 128200/300000: loss: 28.585
training... 128300/300000: loss: 31.523
training... 128400/300000: loss: 35.312
training... 128500/300000: loss: 29.818
training... 128600/300000: loss: 31.519
training... 128700/300000: loss: 25.548
training... 128800/300000: loss: 32.118
training... 128900/300000: loss: 26.503
training... 129000/300000: loss: 29.056
training... 129100/300000: loss: 34.406
training... 129200/300000: loss: 30.925
training... 129300/300000: loss: 33.113
training... 129400/300000: loss: 28.867
training... 129500/300000: loss: 27.467
training... 129600/300000: loss: 33.325
training... 129700/300000: loss: 29.615
training... 129800/300000: loss: 27.306
training... 129900/300000: loss: 32.147
training... 130000/300000: loss: 28.699
training... 130100/300000: loss: 30.130
