>>> Initializing clothing shape model...
>>> Star initialized.
>>> Get parameters list...
>>> Length of pose: 231
>>> Length of shape: 1
>>> Length of data: 231
self.base_body_list is 
['../../Data/base_body/pose_0153/subject_0000_params.json', '../../Data/base_body/pose_0079/subject_0000_params.json', '../../Data/base_body/pose_0133/subject_0000_params.json', '../../Data/base_body/pose_0206/subject_0000_params.json', '../../Data/base_body/pose_0023/subject_0000_params.json', '../../Data/base_body/pose_0144/subject_0000_params.json', '../../Data/base_body/pose_0202/subject_0000_params.json', '../../Data/base_body/pose_0191/subject_0000_params.json', '../../Data/base_body/pose_0222/subject_0000_params.json', '../../Data/base_body/pose_0041/subject_0000_params.json', '../../Data/base_body/pose_0109/subject_0000_params.json', '../../Data/base_body/pose_0168/subject_0000_params.json', '../../Data/base_body/pose_0224/subject_0000_params.json', '../../Data/base_body/pose_0215/subject_0000_params.json', '../../Data/base_body/pose_0143/subject_0000_params.json', '../../Data/base_body/pose_0227/subject_0000_params.json', '../../Data/base_body/pose_0062/subject_0000_params.json', '../../Data/base_body/pose_0016/subject_0000_params.json', '../../Data/base_body/pose_0054/subject_0000_params.json', '../../Data/base_body/pose_0204/subject_0000_params.json', '../../Data/base_body/pose_0162/subject_0000_params.json', '../../Data/base_body/pose_0130/subject_0000_params.json', '../../Data/base_body/pose_0134/subject_0000_params.json', '../../Data/base_body/pose_0066/subject_0000_params.json', '../../Data/base_body/pose_0212/subject_0000_params.json', '../../Data/base_body/pose_0157/subject_0000_params.json', '../../Data/base_body/pose_0028/subject_0000_params.json', '../../Data/base_body/pose_0189/subject_0000_params.json', '../../Data/base_body/pose_0029/subject_0000_params.json', '../../Data/base_body/pose_0000/subject_0000_params.json', '../../Data/base_body/pose_0158/subject_0000_params.json', '../../Data/base_body/pose_0177/subject_0000_params.json', '../../Data/base_body/pose_0164/subject_0000_params.json', '../../Data/base_body/pose_0119/subject_0000_params.json', '../../Data/base_body/pose_0190/subject_0000_params.json', '../../Data/base_body/pose_0076/subject_0000_params.json', '../../Data/base_body/pose_0086/subject_0000_params.json', '../../Data/base_body/pose_0207/subject_0000_params.json', '../../Data/base_body/pose_0040/subject_0000_params.json', '../../Data/base_body/pose_0084/subject_0000_params.json', '../../Data/base_body/pose_0220/subject_0000_params.json', '../../Data/base_body/pose_0159/subject_0000_params.json', '../../Data/base_body/pose_0179/subject_0000_params.json', '../../Data/base_body/pose_0030/subject_0000_params.json', '../../Data/base_body/pose_0007/subject_0000_params.json', '../../Data/base_body/pose_0200/subject_0000_params.json', '../../Data/base_body/pose_0141/subject_0000_params.json', '../../Data/base_body/pose_0138/subject_0000_params.json', '../../Data/base_body/pose_0203/subject_0000_params.json', '../../Data/base_body/pose_0176/subject_0000_params.json', '../../Data/base_body/pose_0165/subject_0000_params.json', '../../Data/base_body/pose_0052/subject_0000_params.json', '../../Data/base_body/pose_0090/subject_0000_params.json', '../../Data/base_body/pose_0001/subject_0000_params.json', '../../Data/base_body/pose_0063/subject_0000_params.json', '../../Data/base_body/pose_0122/subject_0000_params.json', '../../Data/base_body/pose_0194/subject_0000_params.json', '../../Data/base_body/pose_0132/subject_0000_params.json', '../../Data/base_body/pose_0099/subject_0000_params.json', '../../Data/base_body/pose_0147/subject_0000_params.json', '../../Data/base_body/pose_0142/subject_0000_params.json', '../../Data/base_body/pose_0014/subject_0000_params.json', '../../Data/base_body/pose_0137/subject_0000_params.json', '../../Data/base_body/pose_0107/subject_0000_params.json', '../../Data/base_body/pose_0201/subject_0000_params.json', '../../Data/base_body/pose_0195/subject_0000_params.json', '../../Data/base_body/pose_0015/subject_0000_params.json', '../../Data/base_body/pose_0002/subject_0000_params.json', '../../Data/base_body/pose_0020/subject_0000_params.json', '../../Data/base_body/pose_0003/subject_0000_params.json', '../../Data/base_body/pose_0211/subject_0000_params.json', '../../Data/base_body/pose_0102/subject_0000_params.json', '../../Data/base_body/pose_0231/subject_0000_params.json', '../../Data/base_body/pose_0019/subject_0000_params.json', '../../Data/base_body/pose_0217/subject_0000_params.json', '../../Data/base_body/pose_0175/subject_0000_params.json', '../../Data/base_body/pose_0181/subject_0000_params.json', '../../Data/base_body/pose_0043/subject_0000_params.json', '../../Data/base_body/pose_0106/subject_0000_params.json', '../../Data/base_body/pose_0139/subject_0000_params.json', '../../Data/base_body/pose_0101/subject_0000_params.json', '../../Data/base_body/pose_0128/subject_0000_params.json', '../../Data/base_body/pose_0053/subject_0000_params.json', '../../Data/base_body/pose_0115/subject_0000_params.json', '../../Data/base_body/pose_0193/subject_0000_params.json', '../../Data/base_body/pose_0111/subject_0000_params.json', '../../Data/base_body/pose_0123/subject_0000_params.json', '../../Data/base_body/pose_0117/subject_0000_params.json', '../../Data/base_body/pose_0089/subject_0000_params.json', '../../Data/base_body/pose_0182/subject_0000_params.json', '../../Data/base_body/pose_0108/subject_0000_params.json', '../../Data/base_body/pose_0073/subject_0000_params.json', '../../Data/base_body/pose_0056/subject_0000_params.json', '../../Data/base_body/pose_0226/subject_0000_params.json', '../../Data/base_body/pose_0037/subject_0000_params.json', '../../Data/base_body/pose_0218/subject_0000_params.json', '../../Data/base_body/pose_0088/subject_0000_params.json', '../../Data/base_body/pose_0009/subject_0000_params.json', '../../Data/base_body/pose_0196/subject_0000_params.json', '../../Data/base_body/pose_0083/subject_0000_params.json', '../../Data/base_body/pose_0100/subject_0000_params.json', '../../Data/base_body/pose_0039/subject_0000_params.json', '../../Data/base_body/pose_0032/subject_0000_params.json', '../../Data/base_body/pose_0024/subject_0000_params.json', '../../Data/base_body/pose_0209/subject_0000_params.json', '../../Data/base_body/pose_0171/subject_0000_params.json', '../../Data/base_body/pose_0044/subject_0000_params.json', '../../Data/base_body/pose_0184/subject_0000_params.json', '../../Data/base_body/pose_0098/subject_0000_params.json', '../../Data/base_body/pose_0091/subject_0000_params.json', '../../Data/base_body/pose_0049/subject_0000_params.json', '../../Data/base_body/pose_0047/subject_0000_params.json', '../../Data/base_body/pose_0048/subject_0000_params.json', '../../Data/base_body/pose_0036/subject_0000_params.json', '../../Data/base_body/pose_0081/subject_0000_params.json', '../../Data/base_body/pose_0183/subject_0000_params.json', '../../Data/base_body/pose_0146/subject_0000_params.json', '../../Data/base_body/pose_0077/subject_0000_params.json', '../../Data/base_body/pose_0124/subject_0000_params.json', '../../Data/base_body/pose_0150/subject_0000_params.json', '../../Data/base_body/pose_0125/subject_0000_params.json', '../../Data/base_body/pose_0092/subject_0000_params.json', '../../Data/base_body/pose_0093/subject_0000_params.json', '../../Data/base_body/pose_0121/subject_0000_params.json', '../../Data/base_body/pose_0033/subject_0000_params.json', '../../Data/base_body/pose_0027/subject_0000_params.json', '../../Data/base_body/pose_0149/subject_0000_params.json', '../../Data/base_body/pose_0061/subject_0000_params.json', '../../Data/base_body/pose_0205/subject_0000_params.json', '../../Data/base_body/pose_0155/subject_0000_params.json', '../../Data/base_body/pose_0095/subject_0000_params.json', '../../Data/base_body/pose_0116/subject_0000_params.json', '../../Data/base_body/pose_0004/subject_0000_params.json', '../../Data/base_body/pose_0145/subject_0000_params.json', '../../Data/base_body/pose_0192/subject_0000_params.json', '../../Data/base_body/pose_0174/subject_0000_params.json', '../../Data/base_body/pose_0064/subject_0000_params.json', '../../Data/base_body/pose_0018/subject_0000_params.json', '../../Data/base_body/pose_0186/subject_0000_params.json', '../../Data/base_body/pose_0229/subject_0000_params.json', '../../Data/base_body/pose_0110/subject_0000_params.json', '../../Data/base_body/pose_0120/subject_0000_params.json', '../../Data/base_body/pose_0017/subject_0000_params.json', '../../Data/base_body/pose_0148/subject_0000_params.json', '../../Data/base_body/pose_0008/subject_0000_params.json', '../../Data/base_body/pose_0225/subject_0000_params.json', '../../Data/base_body/pose_0057/subject_0000_params.json', '../../Data/base_body/pose_0058/subject_0000_params.json', '../../Data/base_body/pose_0067/subject_0000_params.json', '../../Data/base_body/pose_0131/subject_0000_params.json', '../../Data/base_body/pose_0012/subject_0000_params.json', '../../Data/base_body/pose_0161/subject_0000_params.json', '../../Data/base_body/pose_0087/subject_0000_params.json', '../../Data/base_body/pose_0129/subject_0000_params.json', '../../Data/base_body/pose_0223/subject_0000_params.json', '../../Data/base_body/pose_0210/subject_0000_params.json', '../../Data/base_body/pose_0096/subject_0000_params.json', '../../Data/base_body/pose_0060/subject_0000_params.json', '../../Data/base_body/pose_0082/subject_0000_params.json', '../../Data/base_body/pose_0104/subject_0000_params.json', '../../Data/base_body/pose_0185/subject_0000_params.json', '../../Data/base_body/pose_0180/subject_0000_params.json', '../../Data/base_body/pose_0127/subject_0000_params.json', '../../Data/base_body/pose_0188/subject_0000_params.json', '../../Data/base_body/pose_0050/subject_0000_params.json', '../../Data/base_body/pose_0046/subject_0000_params.json', '../../Data/base_body/pose_0187/subject_0000_params.json', '../../Data/base_body/pose_0065/subject_0000_params.json', '../../Data/base_body/pose_0197/subject_0000_params.json', '../../Data/base_body/pose_0071/subject_0000_params.json', '../../Data/base_body/pose_0011/subject_0000_params.json', '../../Data/base_body/pose_0069/subject_0000_params.json', '../../Data/base_body/pose_0072/subject_0000_params.json', '../../Data/base_body/pose_0213/subject_0000_params.json', '../../Data/base_body/pose_0094/subject_0000_params.json', '../../Data/base_body/pose_0156/subject_0000_params.json', '../../Data/base_body/pose_0230/subject_0000_params.json', '../../Data/base_body/pose_0034/subject_0000_params.json', '../../Data/base_body/pose_0022/subject_0000_params.json', '../../Data/base_body/pose_0103/subject_0000_params.json', '../../Data/base_body/pose_0005/subject_0000_params.json', '../../Data/base_body/pose_0167/subject_0000_params.json', '../../Data/base_body/pose_0232/subject_0000_params.json', '../../Data/base_body/pose_0170/subject_0000_params.json', '../../Data/base_body/pose_0068/subject_0000_params.json', '../../Data/base_body/pose_0214/subject_0000_params.json', '../../Data/base_body/pose_0055/subject_0000_params.json', '../../Data/base_body/pose_0075/subject_0000_params.json', '../../Data/base_body/pose_0140/subject_0000_params.json', '../../Data/base_body/pose_0045/subject_0000_params.json', '../../Data/base_body/pose_0221/subject_0000_params.json', '../../Data/base_body/pose_0013/subject_0000_params.json', '../../Data/base_body/pose_0154/subject_0000_params.json', '../../Data/base_body/pose_0114/subject_0000_params.json', '../../Data/base_body/pose_0070/subject_0000_params.json', '../../Data/base_body/pose_0198/subject_0000_params.json', '../../Data/base_body/pose_0216/subject_0000_params.json', '../../Data/base_body/pose_0097/subject_0000_params.json', '../../Data/base_body/pose_0126/subject_0000_params.json', '../../Data/base_body/pose_0152/subject_0000_params.json', '../../Data/base_body/pose_0112/subject_0000_params.json', '../../Data/base_body/pose_0078/subject_0000_params.json', '../../Data/base_body/pose_0025/subject_0000_params.json', '../../Data/base_body/pose_0151/subject_0000_params.json', '../../Data/base_body/pose_0026/subject_0000_params.json', '../../Data/base_body/pose_0080/subject_0000_params.json', '../../Data/base_body/pose_0105/subject_0000_params.json', '../../Data/base_body/pose_0035/subject_0000_params.json', '../../Data/base_body/pose_0118/subject_0000_params.json', '../../Data/base_body/pose_0136/subject_0000_params.json', '../../Data/base_body/pose_0208/subject_0000_params.json', '../../Data/base_body/pose_0085/subject_0000_params.json', '../../Data/base_body/pose_0006/subject_0000_params.json', '../../Data/base_body/pose_0173/subject_0000_params.json', '../../Data/base_body/pose_0166/subject_0000_params.json', '../../Data/base_body/pose_0113/subject_0000_params.json', '../../Data/base_body/pose_0163/subject_0000_params.json', '../../Data/base_body/pose_0059/subject_0000_params.json', '../../Data/base_body/pose_0051/subject_0000_params.json', '../../Data/base_body/pose_0135/subject_0000_params.json', '../../Data/base_body/pose_0228/subject_0000_params.json', '../../Data/base_body/pose_0038/subject_0000_params.json', '../../Data/base_body/pose_0199/subject_0000_params.json', '../../Data/base_body/pose_0169/subject_0000_params.json', '../../Data/base_body/pose_0160/subject_0000_params.json', '../../Data/base_body/pose_0021/subject_0000_params.json', '../../Data/base_body/pose_0178/subject_0000_params.json', '../../Data/base_body/pose_0042/subject_0000_params.json', '../../Data/base_body/pose_0074/subject_0000_params.json', '../../Data/base_body/pose_0172/subject_0000_params.json', '../../Data/base_body/pose_0031/subject_0000_params.json']
../../Data/base_body/pose_0153/subject_0000/clothWhite2/subject_0000_clothWhite2-scale10.obj

>>> 100/231 loading...
training... 84200/200000: loss: 20.435
training... 84300/200000: loss: 16.671
training... 84400/200000: loss: 24.210
training... 84500/200000: loss: 18.846
training... 84600/200000: loss: 18.430
training... 84700/200000: loss: 19.491
training... 84800/200000: loss: 21.472
training... 84900/200000: loss: 18.593
training... 85000/200000: loss: 18.118
training... 85100/200000: loss: 18.317
training... 85200/200000: loss: 21.717
training... 85300/200000: loss: 16.815
training... 85400/200000: loss: 21.197
training... 85500/200000: loss: 20.463
training... 85600/200000: loss: 21.360
training... 85700/200000: loss: 17.667
training... 85800/200000: loss: 20.404
training... 85900/200000: loss: 18.000
training... 86000/200000: loss: 19.179
training... 86100/200000: loss: 20.211
training... 86200/200000: loss: 20.863
training... 86300/200000: loss: 20.575
training... 86400/200000: loss: 18.733
training... 86500/200000: loss: 21.899
training... 86600/200000: loss: 19.821
training... 86700/200000: loss: 19.659
training... 86800/200000: loss: 21.335
training... 86900/200000: loss: 18.866
training... 87000/200000: loss: 19.590
training... 87100/200000: loss: 17.780
training... 87200/200000: loss: 20.598
training... 87300/200000: loss: 18.817
training... 87400/200000: loss: 20.769
training... 87500/200000: loss: 20.880
training... 87600/200000: loss: 18.109
training... 87700/200000: loss: 20.087
training... 87800/200000: loss: 19.183
training... 87900/200000: loss: 19.780
training... 88000/200000: loss: 16.641
training... 88100/200000: loss: 19.955
training... 88200/200000: loss: 16.310
training... 88300/200000: loss: 19.207
training... 88400/200000: loss: 20.714
training... 88500/200000: loss: 19.665
training... 88600/200000: loss: 19.988
training... 88700/200000: loss: 19.854
training... 88800/200000: loss: 16.538
training... 88900/200000: loss: 18.701
training... 89000/200000: loss: 18.731
training... 89100/200000: loss: 22.136
training... 89200/200000: loss: 20.193
training... 89300/200000: loss: 19.565
training... 89400/200000: loss: 21.239
training... 89500/200000: loss: 19.214
training... 89600/200000: loss: 18.617
training... 89700/200000: loss: 19.208
training... 89800/200000: loss: 20.562
training... 89900/200000: loss: 19.691
training... 90000/200000: loss: 16.569
training... 90100/200000: loss: 18.430
training... 90200/200000: loss: 23.252
training... 90300/200000: loss: 22.205
training... 90400/200000: loss: 19.898
training... 90500/200000: loss: 18.449
training... 90600/200000: loss: 19.498
training... 90700/200000: loss: 18.592
training... 90800/200000: loss: 18.761
training... 90900/200000: loss: 22.129
training... 91000/200000: loss: 20.185
training... 91100/200000: loss: 20.224
training... 91200/200000: loss: 20.833
training... 91300/200000: loss: 19.122
training... 91400/200000: loss: 20.743
training... 91500/200000: loss: 17.407
training... 91600/200000: loss: 21.146
training... 91700/200000: loss: 22.358
training... 91800/200000: loss: 20.618
training... 91900/200000: loss: 20.461
training... 92000/200000: loss: 20.825
training... 92100/200000: loss: 19.247
training... 92200/200000: loss: 19.603
training... 92300/200000: loss: 23.185
training... 92400/200000: loss: 20.351
training... 92500/200000: loss: 21.824
training... 92600/200000: loss: 19.062
training... 92700/200000: loss: 19.019
training... 92800/200000: loss: 20.711
training... 92900/200000: loss: 19.727
training... 93000/200000: loss: 16.224
training... 93100/200000: loss: 18.615
training... 93200/200000: loss: 19.245
training... 93300/200000: loss: 18.932
training... 93400/200000: loss: 23.345
training... 93500/200000: loss: 18.246
training... 93600/200000: loss: 19.461
training... 93700/200000: loss: 20.650
training... 93800/200000: loss: 19.956
training... 93900/200000: loss: 24.333
training... 94000/200000: loss: 19.538
training... 94100/200000: loss: 20.139
training... 94200/200000: loss: 19.886
training... 94300/200000: loss: 20.646
training... 94400/200000: loss: 19.147
training... 94500/200000: loss: 20.277
training... 94600/200000: loss: 17.648
training... 94700/200000: loss: 18.509
training... 94800/200000: loss: 21.643
training... 94900/200000: loss: 23.306
training... 95000/200000: loss: 18.523
training... 95100/200000: loss: 18.396
training... 95200/200000: loss: 20.743
training... 95300/200000: loss: 16.714
training... 95400/200000: loss: 18.892
training... 95500/200000: loss: 20.456
training... 95600/200000: loss: 20.481
training... 95700/200000: loss: 17.465
training... 95800/200000: loss: 18.834
training... 95900/200000: loss: 18.183
training... 96000/200000: loss: 19.122
training... 96100/200000: loss: 22.460
training... 96200/200000: loss: 18.502
training... 96300/200000: loss: 18.931
training... 96400/200000: loss: 17.212
training... 96500/200000: loss: 21.688
training... 96600/200000: loss: 18.059
training... 96700/200000: loss: 18.883
training... 96800/200000: loss: 16.913
training... 96900/200000: loss: 18.967
training... 97000/200000: loss: 20.078
training... 97100/200000: loss: 21.477
training... 97200/200000: loss: 18.539
training... 97300/200000: loss: 17.523
training... 97400/200000: loss: 20.655
training... 97500/200000: loss: 16.385
training... 97600/200000: loss: 17.885
training... 97700/200000: loss: 21.163
training... 97800/200000: loss: 19.132
training... 97900/200000: loss: 18.237
training... 98000/200000: loss: 18.583
training... 98100/200000: loss: 18.577
training... 98200/200000: loss: 18.643
training... 98300/200000: loss: 18.568
training... 98400/200000: loss: 17.582
training... 98500/200000: loss: 20.799
training... 98600/200000: loss: 19.645
training... 98700/200000: loss: 20.290
training... 98800/200000: loss: 17.940
training... 98900/200000: loss: 19.734
training... 99000/200000: loss: 19.021
training... 99100/200000: loss: 17.230
training... 99200/200000: loss: 20.253
training... 99300/200000: loss: 17.968
training... 99400/200000: loss: 18.165
training... 99500/200000: loss: 16.422
training... 99600/200000: loss: 18.172
training... 99700/200000: loss: 18.457
training... 99800/200000: loss: 20.788
training... 99900/200000: loss: 19.424
training... 100000/200000: loss: 19.507
training... 100100/200000: loss: 19.936
training... 100200/200000: loss: 17.225
training... 100300/200000: loss: 17.991
training... 100400/200000: loss: 18.738
training... 100500/200000: loss: 19.520
training... 100600/200000: loss: 18.961
training... 100700/200000: loss: 23.583
training... 100800/200000: loss: 19.135
training... 100900/200000: loss: 19.084
training... 101000/200000: loss: 18.371
training... 101100/200000: loss: 17.610
training... 101200/200000: loss: 16.951
training... 101300/200000: loss: 19.098
training... 101400/200000: loss: 22.868
training... 101500/200000: loss: 21.604
training... 101600/200000: loss: 18.772
training... 101700/200000: loss: 20.458
training... 101800/200000: loss: 18.326
training... 101900/200000: loss: 19.623
training... 102000/200000: loss: 18.496
training... 102100/200000: loss: 18.666
training... 102200/200000: loss: 17.798
training... 102300/200000: loss: 20.903
training... 102400/200000: loss: 21.374
training... 102500/200000: loss: 20.989
training... 102600/200000: loss: 19.284
training... 102700/200000: loss: 18.962
training... 102800/200000: loss: 19.883
training... 102900/200000: loss: 17.150
training... 103000/200000: loss: 18.675
training... 103100/200000: loss: 18.442
training... 103200/200000: loss: 18.789
training... 103300/200000: loss: 18.114
training... 103400/200000: loss: 20.616
training... 103500/200000: loss: 20.999
training... 103600/200000: loss: 20.272
training... 103700/200000: loss: 18.031
training... 103800/200000: loss: 17.785
training... 103900/200000: loss: 19.103
training... 104000/200000: loss: 21.778
training... 104100/200000: loss: 19.285
training... 104200/200000: loss: 18.463
training... 104300/200000: loss: 17.727
training... 104400/200000: loss: 20.452
training... 104500/200000: loss: 21.636
training... 104600/200000: loss: 20.260
training... 104700/200000: loss: 15.521
training... 104800/200000: loss: 18.800
training... 104900/200000: loss: 20.171
training... 105000/200000: loss: 18.578
training... 105100/200000: loss: 19.314
training... 105200/200000: loss: 19.896
training... 105300/200000: loss: 17.908
training... 105400/200000: loss: 18.320
training... 105500/200000: loss: 19.938
training... 105600/200000: loss: 17.503
training... 105700/200000: loss: 19.313
training... 105800/200000: loss: 17.782
training... 105900/200000: loss: 20.308
training... 106000/200000: loss: 18.587
training... 106100/200000: loss: 19.740
training... 106200/200000: loss: 20.442
training... 106300/200000: loss: 19.575
training... 106400/200000: loss: 17.873
training... 106500/200000: loss: 19.009
training... 106600/200000: loss: 20.217
training... 106700/200000: loss: 17.885
training... 106800/200000: loss: 19.104
training... 106900/200000: loss: 17.958
training... 107000/200000: loss: 18.849
training... 107100/200000: loss: 18.386
training... 107200/200000: loss: 19.091
training... 107300/200000: loss: 17.310
training... 107400/200000: loss: 17.180
training... 107500/200000: loss: 18.452
training... 107600/200000: loss: 19.008
training... 107700/200000: loss: 21.018
training... 107800/200000: loss: 16.479
training... 107900/200000: loss: 18.625
training... 108000/200000: loss: 22.641
training... 108100/200000: loss: 18.609
training... 108200/200000: loss: 17.312
training... 108300/200000: loss: 17.414
training... 108400/200000: loss: 17.458
training... 108500/200000: loss: 16.148
training... 108600/200000: loss: 20.242
training... 108700/200000: loss: 16.769
training... 108800/200000: loss: 19.783
training... 108900/200000: loss: 20.302
training... 109000/200000: loss: 18.792
training... 109100/200000: loss: 21.016
training... 109200/200000: loss: 20.458
training... 109300/200000: loss: 18.316
training... 109400/200000: loss: 19.390
training... 109500/200000: loss: 22.144
training... 109600/200000: loss: 16.463
training... 109700/200000: loss: 17.233
training... 109800/200000: loss: 19.108
training... 109900/200000: loss: 21.902
training... 110000/200000: loss: 18.564
training... 110100/200000: loss: 17.476
training... 110200/200000: loss: 19.450
training... 110300/200000: loss: 18.427
training... 110400/200000: loss: 17.408
training... 110500/200000: loss: 19.175
training... 110600/200000: loss: 18.309
training... 110700/200000: loss: 20.541
training... 110800/200000: loss: 20.059
training... 110900/200000: loss: 19.248
training... 111000/200000: loss: 19.907
training... 111100/200000: loss: 19.689
training... 111200/200000: loss: 17.567
training... 111300/200000: loss: 17.758
training... 111400/200000: loss: 15.992
training... 111500/200000: loss: 17.774
training... 111600/200000: loss: 17.945
training... 111700/200000: loss: 20.347
training... 111800/200000: loss: 18.199
training... 111900/200000: loss: 19.238
training... 112000/200000: loss: 21.708
training... 112100/200000: loss: 17.782
training... 112200/200000: loss: 20.037
training... 112300/200000: loss: 19.579
training... 112400/200000: loss: 19.895
training... 112500/200000: loss: 18.368
training... 112600/200000: loss: 19.416
training... 112700/200000: loss: 17.406
training... 112800/200000: loss: 19.984
training... 112900/200000: loss: 18.796
training... 113000/200000: loss: 19.007
training... 113100/200000: loss: 18.893
training... 113200/200000: loss: 18.584
training... 113300/200000: loss: 17.979
training... 113400/200000: loss: 19.993
training... 113500/200000: loss: 20.491
training... 113600/200000: loss: 19.128
training... 113700/200000: loss: 21.102
training... 113800/200000: loss: 17.686
training... 113900/200000: loss: 21.342
training... 114000/200000: loss: 21.131
training... 114100/200000: loss: 17.670
training... 114200/200000: loss: 17.910
training... 114300/200000: loss: 17.059
training... 114400/200000: loss: 19.070
training... 114500/200000: loss: 15.818
training... 114600/200000: loss: 21.461
training... 114700/200000: loss: 19.277
training... 114800/200000: loss: 17.467
training... 114900/200000: loss: 19.076
training... 115000/200000: loss: 20.195
training... 115100/200000: loss: 16.457
training... 115200/200000: loss: 18.559
training... 115300/200000: loss: 19.381
training... 115400/200000: loss: 18.224
training... 115500/200000: loss: 17.282
training... 115600/200000: loss: 20.564
training... 115700/200000: loss: 15.801
training... 115800/200000: loss: 17.186
training... 115900/200000: loss: 20.844
training... 116000/200000: loss: 19.086
training... 116100/200000: loss: 16.888
training... 116200/200000: loss: 20.243
training... 116300/200000: loss: 17.770
training... 116400/200000: loss: 19.066
training... 116500/200000: loss: 16.015
training... 116600/200000: loss: 17.041
training... 116700/200000: loss: 20.722
training... 116800/200000: loss: 18.728
training... 116900/200000: loss: 16.850
training... 117000/200000: loss: 19.085
training... 117100/200000: loss: 17.148
training... 117200/200000: loss: 14.928
training... 117300/200000: loss: 15.770
training... 117400/200000: loss: 17.142
training... 117500/200000: loss: 20.556
training... 117600/200000: loss: 19.412
training... 117700/200000: loss: 19.605
training... 117800/200000: loss: 19.104
training... 117900/200000: loss: 16.103
training... 118000/200000: loss: 17.731
training... 118100/200000: loss: 18.147
training... 118200/200000: loss: 15.126
training... 118300/200000: loss: 17.639
training... 118400/200000: loss: 17.059
training... 118500/200000: loss: 16.642
training... 118600/200000: loss: 19.143
training... 118700/200000: loss: 20.434
training... 118800/200000: loss: 16.797
training... 118900/200000: loss: 17.895
training... 119000/200000: loss: 23.010
training... 119100/200000: loss: 17.900
training... 119200/200000: loss: 19.089
training... 119300/200000: loss: 17.470
training... 119400/200000: loss: 18.638
training... 119500/200000: loss: 17.514
training... 119600/200000: loss: 20.740
training... 119700/200000: loss: 20.116
training... 119800/200000: loss: 19.763
training... 119900/200000: loss: 19.059
training... 120000/200000: loss: 18.061
training... 120100/200000: loss: 19.661
training... 120200/200000: loss: 18.697
training... 120300/200000: loss: 18.485
training... 120400/200000: loss: 18.463
training... 120500/200000: loss: 19.988
training... 120600/200000: loss: 20.422
training... 120700/200000: loss: 18.480
training... 120800/200000: loss: 18.661
training... 120900/200000: loss: 20.446
training... 121000/200000: loss: 16.546
training... 121100/200000: loss: 17.408
training... 121200/200000: loss: 15.649
training... 121300/200000: loss: 16.989
training... 121400/200000: loss: 18.928
training... 121500/200000: loss: 19.370
training... 121600/200000: loss: 18.414
training... 121700/200000: loss: 18.013
training... 121800/200000: loss: 19.214
training... 121900/200000: loss: 17.859
training... 122000/200000: loss: 18.999
training... 122100/200000: loss: 19.276
training... 122200/200000: loss: 21.531
training... 122300/200000: loss: 19.405
training... 122400/200000: loss: 21.011
training... 122500/200000: loss: 18.510
training... 122600/200000: loss: 19.233
training... 122700/200000: loss: 16.321
training... 122800/200000: loss: 21.948
training... 122900/200000: loss: 19.340
training... 123000/200000: loss: 22.282
training... 123100/200000: loss: 18.445
training... 123200/200000: loss: 19.013
training... 123300/200000: loss: 18.377
training... 123400/200000: loss: 17.818
training... 123500/200000: loss: 20.196
training... 123600/200000: loss: 19.536
training... 123700/200000: loss: 16.074
training... 123800/200000: loss: 18.944
training... 123900/200000: loss: 16.671
training... 124000/200000: loss: 16.444
training... 124100/200000: loss: 18.392
training... 124200/200000: loss: 17.430
training... 124300/200000: loss: 18.356
training... 124400/200000: loss: 17.678
training... 124500/200000: loss: 18.853
training... 124600/200000: loss: 19.987
training... 124700/200000: loss: 19.255
training... 124800/200000: loss: 17.542
training... 124900/200000: loss: 18.294
training... 125000/200000: loss: 17.629
training... 125100/200000: loss: 18.403
training... 125200/200000: loss: 18.207
training... 125300/200000: loss: 17.539
training... 125400/200000: loss: 18.136
training... 125500/200000: loss: 17.524
training... 125600/200000: loss: 18.302
training... 125700/200000: loss: 18.862
training... 125800/200000: loss: 14.632
training... 125900/200000: loss: 20.303
training... 126000/200000: loss: 18.417
training... 126100/200000: loss: 20.107
training... 126200/200000: loss: 19.954
training... 126300/200000: loss: 16.776
training... 126400/200000: loss: 20.241
training... 126500/200000: loss: 19.147
training... 126600/200000: loss: 16.844
training... 126700/200000: loss: 17.701
training... 126800/200000: loss: 18.065
training... 126900/200000: loss: 18.934
training... 127000/200000: loss: 16.886
training... 127100/200000: loss: 17.691
training... 127200/200000: loss: 20.338
training... 127300/200000: loss: 20.722
training... 127400/200000: loss: 16.167
training... 127500/200000: loss: 16.023
training... 127600/200000: loss: 20.169
training... 127700/200000: loss: 18.236
training... 127800/200000: loss: 16.073
training... 127900/200000: loss: 17.020
training... 128000/200000: loss: 15.457
training... 128100/200000: loss: 17.003
training... 128200/200000: loss: 21.176
training... 128300/200000: loss: 16.195
training... 128400/200000: loss: 19.140
training... 128500/200000: loss: 17.636
training... 128600/200000: loss: 17.256
training... 128700/200000: loss: 17.333
training... 128800/200000: loss: 14.018
training... 128900/200000: loss: 16.832
training... 129000/200000: loss: 16.913
training... 129100/200000: loss: 16.554
training... 129200/200000: loss: 21.627
training... 129300/200000: loss: 18.277
training... 129400/200000: loss: 20.423
training... 129500/200000: loss: 17.227
training... 129600/200000: loss: 19.039
training... 129700/200000: loss: 17.619
training... 129800/200000: loss: 21.531
training... 129900/200000: loss: 19.284
training... 130000/200000: loss: 15.912
training... 130100/200000: loss: 19.683
training... 130200/200000: loss: 17.483
